ID,CODE_GENDER,DAYS_EMPLOYED,CNT_FAM_MEMBERS,Risk
5009042,0,365,2,0
5009043,0,365,2,0
5009044,0,365,2,0
5009045,0,365,2,0
5009046,0,365,2,1
5009047,0,365,2,1
5009050,0,76,4,0
5009051,0,76,4,0
5009052,0,76,4,0
5009053,0,76,4,0
5009055,0,76,4,0
5009056,1,365,1,1
5009057,1,365,1,1
5009058,0,365,1,0
5009060,0,122,2,1
5009062,1,288,2,0
5009063,1,288,2,0
5009064,1,288,2,0
5009065,1,288,2,0
5009066,1,288,2,1
5009067,1,288,2,0
5009068,1,288,2,0
5009069,1,288,2,0
5009070,1,288,2,0
5009071,0,192,2,0
5009072,0,192,2,0
5009074,0,343,3,1
5009075,0,343,3,0
5009078,1,79,3,0
5009079,0,192,2,0
5009080,0,192,2,0
5009081,0,192,2,0
5009083,1,365,2,0
5009084,1,365,2,1
5009088,1,365,4,0
5009089,1,365,4,1
5009090,1,340,2,1
5009092,1,171,3,0
5009094,1,171,3,1
5009095,1,171,3,1
5009096,0,26,3,0
5009097,0,26,3,0
5009098,0,26,3,0
5009099,0,190,1,0
5009100,0,190,1,0
5009103,1,309,4,0
5009104,1,309,4,0
5009105,1,309,4,0
5009106,1,309,4,0
5009108,1,365,2,1
5009109,1,365,2,0
5009110,0,53,2,1
5009116,0,67,1,0
5009117,0,67,1,0
5009118,0,67,1,0
5009120,0,67,1,0
5009122,0,67,1,0
5009123,0,67,1,0
5009124,0,67,1,0
5009125,0,67,1,0
5009126,0,67,1,0
5009127,0,67,1,0
5009128,0,67,1,0
5009129,0,67,1,0
5009130,0,67,1,0
5009131,0,67,1,0
5009133,1,122,1,0
5009134,1,122,1,0
5009135,1,122,1,0
5009136,1,122,1,0
5009137,1,122,1,0
5009138,1,122,1,0
5009139,1,122,1,0
5009140,1,122,1,0
5009141,0,195,2,0
5009142,0,195,2,0
5009143,1,122,2,0
5009144,1,122,2,1
5009145,1,355,2,0
5009146,1,355,2,0
5009147,1,355,2,0
5009149,1,355,2,0
5009150,1,355,2,0
5009151,0,365,2,0
5009152,0,365,2,0
5009153,0,365,2,0
5009154,0,365,2,0
5009155,0,365,2,0
5009156,0,365,2,0
5009157,0,365,2,0
5009158,0,365,2,0
5009159,0,365,2,0
5009160,0,365,2,0
5009161,0,365,2,0
5009162,0,365,2,0
5009163,0,191,2,1
5009164,0,191,2,1
5009165,0,191,2,1
5009166,0,191,2,1
5009168,0,191,2,1
5009170,0,122,2,0
5009177,1,109,2,0
5009178,1,109,2,1
5009179,1,109,2,0
5009180,1,109,2,0
5009181,1,109,2,1
5009182,1,109,2,0
5009183,1,109,2,0
5009186,0,365,2,1
5009187,0,365,2,1
5009188,0,365,2,0
5009189,0,365,2,0
5009190,0,365,2,0
5009191,0,365,2,0
5009192,0,365,2,0
5009193,0,365,2,0
5009195,0,319,2,0
5009196,0,319,2,0
5009198,0,319,2,0
5009201,0,319,2,1
5009202,0,319,2,1
5009203,0,319,2,0
5009204,0,319,2,1
5009205,0,319,2,0
5009206,0,319,2,0
5009207,0,319,2,0
5009208,0,319,2,0
5009209,0,319,2,1
5009210,0,319,2,0
5009213,0,365,2,0
5009215,0,365,2,0
5009216,0,365,2,0
5009217,0,365,2,0
5009220,0,365,2,0
5009222,0,365,2,0
5009223,0,365,2,0
5009224,0,365,2,0
5009225,0,365,2,0
5009226,0,365,2,0
5009227,0,365,2,1
5009232,0,365,2,0
5009233,0,365,2,0
5009234,0,365,2,0
5009236,0,365,2,1
5009238,1,365,2,0
5009239,1,365,2,0
5009240,1,365,2,0
5009241,1,365,2,0
5009242,0,122,1,0
5009243,0,122,1,0
5009244,0,122,1,0
5009246,0,226,2,0
5009247,0,226,2,0
5009248,0,226,2,0
5009249,1,365,3,0
5009250,1,365,3,0
5009251,1,365,3,0
5009252,1,365,3,0
5009253,1,365,3,0
5009255,0,365,1,1
5009257,0,365,1,0
5009258,0,365,1,0
5009260,0,78,2,0
5009261,0,78,2,0
5009262,0,78,2,0
5009263,0,78,2,0
5009264,0,122,1,0
5009265,1,287,2,0
5009266,1,287,2,0
5009267,1,287,2,0
5009268,1,287,2,0
5009269,1,287,2,0
5009270,1,78,2,1
5009271,1,78,2,0
5009272,1,78,2,0
5009274,1,78,2,0
5009275,1,78,2,0
5009276,1,78,2,1
5009277,1,78,2,0
5009278,0,365,2,0
5009279,0,365,2,0
5009280,0,365,2,0
5009281,0,365,2,0
5009284,0,365,2,0
5009285,0,365,2,0
5009286,0,365,2,0
5009287,0,365,2,1
5009289,0,365,2,0
5009290,0,365,2,0
5009291,0,365,2,0
5009292,0,365,2,0
5009293,0,365,2,0
5009294,0,365,2,0
5009295,0,122,2,0
5009296,0,122,2,1
5009297,0,365,1,0
5009299,0,365,1,0
5009300,0,365,1,0
5009301,0,365,1,0
5009302,0,122,1,0
5009303,0,122,1,0
5009304,0,122,1,0
5009305,0,122,1,1
5009306,0,122,2,0
5009307,0,122,2,0
5009308,0,122,2,0
5009309,0,122,2,0
5009310,0,122,2,0
5009311,0,122,2,0
5009312,0,122,2,0
5009313,0,122,2,1
5009314,0,122,2,1
5009315,0,122,2,1
5009316,0,122,2,0
5009317,0,122,2,1
5009318,0,122,2,1
5009319,0,122,2,0
5009325,1,362,2,0
5009327,1,362,2,0
5009328,1,362,2,0
5009329,1,362,2,0
5009330,1,362,2,0
5009331,1,362,2,0
5009332,1,362,2,0
5009333,1,362,2,0
5009335,0,265,1,1
5009336,0,265,1,0
5009337,0,265,1,0
5009338,1,61,2,1
5009339,1,61,2,0
5009340,1,78,2,0
5009341,1,78,2,0
5009342,1,78,2,0
5009343,1,78,2,0
5009344,1,78,2,1
5009345,1,78,2,0
5009346,1,78,2,1
5009349,1,235,2,0
5009354,1,235,2,0
5009355,0,92,2,1
5009358,0,92,2,0
5009359,0,39,1,0
5009360,0,39,1,1
5009361,1,221,2,0
5009362,1,221,2,1
5009363,1,221,2,0
5009364,1,221,2,1
5009365,1,221,2,0
5009366,1,221,2,0
5009367,1,221,2,0
5009368,1,122,2,0
5009369,1,122,2,1
5009370,1,122,2,1
5009371,1,122,2,1
5009372,1,122,2,1
5009373,1,122,2,0
5009378,0,365,4,0
5009379,1,170,3,0
5009380,1,170,3,0
5009381,1,170,3,0
5009382,1,170,3,0
5009383,0,213,2,0
5009384,0,213,2,0
5009386,0,213,2,0
5009387,0,213,2,1
5009389,1,191,1,0
5009391,1,191,1,1
5009392,1,191,1,0
5009393,1,191,1,0
5009394,1,191,1,1
5009395,1,191,1,1
5009396,0,130,3,0
5009397,0,130,3,0
5009398,0,130,3,0
5009399,0,130,3,0
5009400,0,130,3,0
5009401,0,130,3,0
5009402,1,113,2,0
5009403,1,113,2,0
5009404,0,68,4,1
5009405,1,75,2,0
5009406,1,75,2,0
5009408,1,75,2,0
5009410,1,75,2,0
5009415,0,99,1,0
5009416,0,99,1,1
5009417,0,99,1,1
5009418,0,99,1,1
5009419,0,99,1,0
5009420,0,99,1,0
5009421,0,99,1,0
5009423,0,352,2,0
5009424,1,48,1,0
5009425,1,48,1,0
5009426,1,122,2,1
5009427,1,122,2,1
5009428,1,201,1,1
5009429,1,201,1,1
5009431,1,170,2,0
5009435,0,122,2,0
5009436,0,122,2,0
5009437,0,122,2,1
5009438,0,122,2,0
5009439,0,122,2,0
5009440,0,122,2,0
5009441,0,317,2,0
5009442,0,317,2,0
5009443,0,317,2,1
5009444,0,317,2,0
5009445,0,365,2,0
5009447,1,21,2,0
5009448,1,21,2,0
5009450,0,17,2,0
5009451,0,17,2,0
5009452,0,17,2,0
5009453,0,17,2,0
5009454,0,17,2,0
5009455,0,17,2,0
5009456,0,17,2,0
5009457,0,17,2,0
5009458,0,17,2,0
5009459,0,365,2,0
5009460,0,365,2,1
5009465,0,365,2,0
5009466,0,365,2,0
5009468,0,365,2,0
5009469,0,365,2,1
5009470,0,365,2,0
5009471,0,365,2,0
5009472,0,365,2,0
5009473,0,86,2,0
5009480,0,86,2,0
5009481,0,86,2,1
5009482,0,86,2,0
5009484,0,365,2,0
5009485,0,365,2,0
5009487,0,365,4,0
5009488,0,365,4,0
5009489,0,365,4,0
5009490,1,147,2,0
5009492,1,147,2,0
5009493,1,201,2,0
5009494,1,201,2,0
5009495,1,201,2,0
5009497,1,201,2,0
5009498,1,201,2,1
5009499,1,201,2,0
5009500,1,201,2,0
5009501,1,201,2,1
5009502,1,201,2,0
5009503,1,201,2,0
5009507,0,365,2,1
5009508,0,365,2,0
5009509,0,365,2,0
5009510,0,365,2,0
5009512,0,322,2,0
5009513,0,322,2,0
5009515,0,322,2,0
5009516,0,322,2,0
5009517,0,322,2,0
5009518,1,195,4,1
5009519,1,195,4,0
5009521,1,195,4,0
5009523,1,230,2,1
5009524,1,230,2,0
5009525,1,230,2,0
5009526,0,365,2,0
5009527,0,365,2,0
5009529,0,365,2,0
5009530,0,365,2,0
5009531,0,365,2,0
5009533,0,365,2,0
5009534,0,365,2,0
5009535,0,365,2,0
5009536,1,365,2,0
5009537,0,365,2,0
5009540,0,365,2,0
5009541,0,365,2,0
5009543,0,365,2,0
5009545,0,365,2,1
5009546,0,365,2,0
5009548,0,365,2,0
5009551,0,365,2,1
5009553,0,365,2,0
5009554,0,365,2,0
5009555,0,365,2,1
5009556,0,365,2,0
5009557,0,365,2,1
5009558,0,365,2,0
5009559,0,365,2,0
5009560,0,365,2,1
5009561,0,365,2,0
5009562,0,122,1,0
5009563,0,122,1,1
5009564,0,122,1,0
5009565,1,222,2,0
5009566,1,222,2,0
5009567,1,222,2,0
5009568,1,222,2,0
5009569,1,222,2,0
5009570,1,222,2,0
5009571,1,222,2,0
5009572,1,222,2,0
5009573,1,222,2,0
5009574,1,222,2,0
5009575,0,365,2,0
5009576,0,365,2,0
5009577,0,122,2,0
5009578,0,122,2,0
5009579,0,122,2,1
5009580,0,122,2,0
5009581,0,122,2,0
5009582,0,313,1,0
5009583,0,313,1,0
5009584,0,313,1,0
5009585,0,365,1,0
5009586,0,365,1,1
5009590,0,365,2,1
5009591,0,365,2,0
5009592,0,122,1,0
5009593,0,365,2,0
5009594,0,365,2,1
5009595,0,365,2,0
5009597,0,365,2,0
5009599,0,365,2,0
5009600,0,365,2,0
5009602,0,365,2,0
5009603,0,355,3,1
5009605,0,355,3,1
5009606,0,355,3,0
5009607,0,365,4,0
5009608,0,365,4,0
5009609,0,365,4,0
5009610,0,365,4,1
5009611,0,365,4,0
5009612,0,365,4,0
5009613,0,365,4,0
5009614,0,365,4,1
5009617,1,122,2,0
5009618,1,122,2,0
5009620,1,365,2,0
5009622,1,365,2,0
5009623,1,365,2,0
5009624,1,365,2,1
5009625,0,69,2,0
5009627,0,69,2,0
5009628,0,69,2,0
5009629,0,69,2,0
5009631,0,318,2,0
5009632,0,318,2,0
5009633,1,82,3,0
5009634,1,82,3,1
5009636,0,122,2,0
5009637,0,122,2,0
5009638,0,122,2,0
5009639,0,122,2,0
5009642,1,365,1,1
5009643,1,365,1,1
5009646,1,296,1,0
5009647,1,296,1,0
5009648,1,296,1,0
5009651,0,365,2,0
5009653,0,365,2,1
5009654,0,365,2,0
5009655,0,365,2,1
5009656,0,365,2,0
5009657,0,365,2,1
5009658,0,365,2,0
5009660,1,365,1,0
5009661,1,365,1,0
5009662,1,365,1,0
5009663,1,365,1,0
5009664,0,122,1,0
5009665,0,122,1,0
5009666,0,122,1,0
5009667,0,122,1,1
5009668,0,122,1,1
5009671,0,68,2,1
5009672,0,68,2,1
5009673,0,122,1,0
5009674,0,122,1,0
5009675,0,122,1,0
5009676,0,122,1,0
5009677,0,122,1,0
5009678,0,122,1,0
5009680,0,122,1,0
5009681,0,122,1,0
5009682,0,122,1,0
5009683,0,122,1,0
5009684,0,122,1,0
5009685,0,122,1,0
5009686,0,122,1,0
5009687,0,122,1,0
5009688,0,122,1,0
5009689,0,122,1,0
5009690,0,122,1,0
5009691,0,122,1,0
5009693,0,122,1,0
5009694,1,195,2,0
5009695,1,195,2,1
5009698,1,195,2,0
5009699,1,195,2,0
5009700,1,195,2,0
5009701,0,122,2,1
5009702,0,122,2,1
5009703,0,122,2,0
5009704,0,122,2,0
5009705,0,122,2,0
5009706,0,21,2,1
5009707,0,21,2,1
5009709,0,21,2,0
5009711,0,68,2,0
5009712,0,68,2,0
5009713,1,348,1,0
5009714,1,348,1,0
5009715,1,348,1,0
5009716,1,348,1,1
5009717,1,348,1,0
5009718,1,348,1,0
5009719,0,86,1,1
5009722,0,86,1,0
5009724,0,109,2,0
5009725,0,109,2,0
5009726,0,109,2,0
5009727,0,109,2,0
5009729,1,48,2,0
5009730,1,48,2,1
5009731,1,48,2,0
5009732,0,51,2,0
5009733,0,51,2,0
5009734,0,51,2,0
5009736,0,27,2,0
5009737,0,27,2,0
5009738,0,27,2,1
5009739,0,27,2,0
5009740,0,27,2,0
5009741,0,27,2,1
5009742,0,109,2,0
5009743,0,109,2,0
5009744,0,221,2,0
5009745,0,221,2,0
5009746,0,221,2,0
5009748,0,221,2,0
5009749,0,221,2,0
5009750,0,221,2,1
5009751,0,221,2,0
5009752,0,221,2,0
5009753,0,221,2,0
5009754,0,221,2,0
5009755,0,221,2,0
5009757,1,317,1,0
5009758,1,317,1,0
5009759,1,317,1,0
5009760,1,317,1,0
5009761,1,317,1,0
5009762,1,191,1,0
5009764,1,191,1,0
5009765,1,191,1,0
5009766,1,191,1,0
5009767,1,191,1,0
5009768,1,191,1,1
5009773,1,191,1,1
5009774,1,191,1,0
5009775,1,191,1,0
5009777,1,191,1,0
5009779,1,191,1,1
5009783,1,365,4,0
5009784,1,365,4,0
5009785,0,122,1,1
5009788,0,122,1,0
5009789,0,122,1,0
5009790,0,122,1,0
5009791,0,122,1,0
5009792,0,122,1,0
5009794,0,122,1,0
5009796,0,122,1,1
5009797,0,122,1,1
5009798,0,122,1,0
5009799,0,365,2,0
5009800,0,365,2,0
5009801,0,365,2,0
5009802,0,365,2,0
5009803,0,365,2,0
5009804,0,365,2,0
5009805,0,99,3,1
5009806,0,99,3,0
5009807,0,99,3,0
5009808,0,99,3,0
5009809,0,99,3,0
5009810,0,99,3,0
5009811,0,99,3,1
5009812,0,99,3,0
5009813,0,99,3,0
5009814,0,99,3,1
5009816,0,99,3,1
5009817,0,99,3,0
5009819,0,92,2,0
5009820,0,92,2,1
5009821,0,92,2,1
5009822,0,92,2,1
5009823,0,92,2,1
5009824,0,92,2,0
5009825,0,92,2,0
5009826,0,9,2,0
5009827,0,9,2,0
5009828,0,9,2,0
5009829,0,9,2,0
5009830,0,9,2,0
5009831,1,348,2,0
5009832,1,348,2,0
5009833,1,348,2,0
5009834,1,348,2,1
5009835,1,348,2,0
5009836,1,348,2,0
5009837,0,213,2,0
5009838,0,213,2,0
5009839,1,40,2,0
5009841,1,40,2,0
5009843,0,105,1,0
5009844,1,235,2,0
5009845,1,235,2,0
5009846,1,40,2,0
5009847,0,313,2,0
5009848,0,313,2,1
5009849,0,313,2,1
5009850,1,191,1,0
5009851,1,191,1,0
5009852,1,191,1,0
5009853,1,191,1,0
5009854,1,191,1,1
5009856,1,191,1,0
5009857,1,191,1,0
5009858,1,191,1,0
5009859,1,191,1,0
5009860,1,191,1,0
5009864,1,139,2,0
5009865,1,139,2,0
5009866,1,139,2,0
5009867,1,139,2,0
5009868,1,139,2,0
5009872,1,35,4,0
5009873,1,35,4,0
5009874,1,35,4,0
5009875,1,35,4,0
5009877,0,78,4,0
5009878,0,78,4,1
5009879,0,365,4,1
5009880,0,122,2,0
5009881,0,122,2,0
5009882,0,122,2,0
5009883,0,122,2,1
5009884,0,122,2,0
5009885,0,122,2,0
5009886,0,122,2,0
5009887,0,122,2,1
5009888,0,122,2,0
5009889,1,170,1,0
5009890,1,170,1,0
5009893,0,14,3,0
5009894,0,122,2,0
5009897,0,40,4,1
5009898,0,40,4,0
5009899,0,40,4,0
5009900,1,296,2,0
5009903,1,296,2,0
5009906,1,296,2,0
5009907,1,296,2,0
5009908,1,296,2,0
5009909,1,296,2,0
5009910,1,296,2,0
5009911,1,296,2,0
5009914,0,68,4,0
5009915,0,68,4,0
5009916,0,68,4,0
5009917,0,68,4,0
5009918,0,68,4,0
5009919,0,68,4,0
5009922,1,100,2,1
5009923,1,100,2,0
5009924,1,100,2,0
5009925,1,100,2,1
5009927,1,100,2,1
5009928,1,100,2,0
5009929,1,100,2,0
5009930,1,100,2,0
5009931,1,100,2,1
5009932,1,100,2,1
5009934,0,14,4,1
5009935,0,14,4,1
5009938,0,14,4,0
5009939,0,14,4,0
5009940,0,14,4,0
5009941,0,14,4,0
5009942,0,14,4,0
5009943,0,14,4,0
5009944,0,136,1,0
5009945,0,122,4,0
5009946,0,86,4,0
5009947,0,86,4,0
5009949,0,86,4,1
5009950,0,86,4,0
5009951,1,122,2,0
5009952,1,314,2,0
5009954,1,314,2,0
5009955,1,314,2,0
5009957,0,130,3,0
5009958,0,130,3,0
5009960,0,130,3,0
5009961,0,130,3,1
5009965,0,365,2,1
5009966,0,365,2,0
5009967,0,365,2,0
5009968,0,365,2,0
5009969,0,365,2,0
5009970,0,365,2,0
5009971,0,365,2,0
5009978,0,365,2,0
5009979,0,365,2,0
5009980,0,365,2,0
5009981,0,365,2,0
5009983,0,365,2,1
5009984,0,365,2,1
5009985,0,365,2,0
5009986,0,365,2,1
5009988,1,122,1,0
5009989,1,122,1,0
5009990,1,122,1,0
5009991,1,17,4,0
5009992,1,17,4,0
5009993,0,327,2,0
5009994,1,252,3,0
5009995,1,252,3,0
5009996,1,252,3,0
5009997,1,252,3,0
5009998,1,252,3,0
5009999,0,365,3,0
5010000,0,365,3,0
5010001,0,318,4,0
5010002,0,318,4,0
5010003,0,318,4,0
5010004,0,318,4,0
5010005,1,122,2,0
5010006,1,122,2,1
5010007,0,205,3,0
5010009,0,205,3,0
5010010,0,205,3,0
5010011,0,205,3,0
5010012,0,205,3,0
5010015,0,344,2,1
5010016,0,344,2,1
5010017,0,344,2,1
5010018,0,344,2,0
5010019,0,344,2,0
5010020,0,139,1,0
5010021,0,139,1,0
5010023,0,44,2,1
5010025,0,44,2,0
5010026,0,44,2,0
5010027,0,44,2,1
5010028,0,44,2,0
5010031,1,122,2,0
5010032,1,122,2,0
5010036,0,122,2,1
5010037,0,122,2,0
5010038,0,122,2,0
5010039,0,122,2,1
5010040,0,122,2,0
5010041,0,104,2,0
5010042,0,104,2,0
5010043,0,104,2,0
5010044,0,104,2,0
5010045,0,104,2,0
5010046,0,104,2,0
5010047,0,104,2,0
5010048,0,104,2,0
5010049,0,104,2,1
5010052,0,344,2,0
5010053,0,344,2,0
5010055,0,344,2,0
5010056,0,344,2,0
5010057,1,139,1,0
5010058,1,139,1,0
5010059,0,209,2,0
5010060,0,209,2,1
5010061,0,209,2,1
5010062,0,209,2,1
5010063,0,209,2,1
5010064,0,209,2,0
5010066,0,209,2,0
5010067,0,365,1,0
5010068,0,365,1,0
5010070,0,252,1,0
5010072,0,143,2,1
5010073,0,143,2,0
5010075,0,143,2,0
5010076,0,143,2,1
5010077,1,230,4,0
5010078,1,230,4,1
5010079,1,230,4,0
5010081,1,174,2,0
5010083,1,174,2,1
5010084,1,174,2,1
5010085,1,174,2,0
5010086,1,174,2,1
5010087,1,174,2,0
5010088,0,365,1,0
5010089,0,317,2,0
5010090,0,317,2,0
5010091,0,317,2,0
5010092,0,317,2,0
5010093,0,317,2,0
5010094,0,317,2,1
5010099,0,365,4,0
5010101,0,365,4,0
5010102,0,365,4,0
5010104,0,122,2,1
5010105,0,122,2,0
5010106,0,122,2,0
5010108,0,122,2,0
5010109,0,122,2,0
5010110,0,122,2,0
5010111,0,122,2,1
5010112,0,122,2,1
5010113,0,122,1,0
5010114,0,122,1,0
5010115,0,122,1,1
5010116,0,122,1,0
5010117,0,365,3,0
5010118,1,160,1,1
5010119,1,365,2,0
5010120,1,365,2,0
5010121,1,365,2,1
5010122,1,365,2,0
5010123,1,365,2,1
5010124,0,0,3,0
5010126,0,287,4,0
5010127,0,287,4,0
5010128,0,287,4,0
5010129,0,287,4,0
5010133,0,287,4,0
5010135,0,287,4,0
5010136,0,287,4,0
5010137,0,287,4,0
5010138,1,122,2,0
5010139,1,122,2,0
5010140,1,122,2,0
5010141,1,122,2,1
5010143,1,122,2,0
5010144,1,122,2,1
5010145,1,122,2,1
5010146,1,122,2,0
5010147,0,365,3,0
5010150,0,365,3,0
5010151,0,365,3,0
5010152,0,365,3,0
5010153,0,365,3,0
5010154,0,365,3,0
5010156,0,365,3,0
5010158,1,365,2,0
5010159,1,365,2,0
5010160,1,256,2,0
5010161,1,256,2,0
5010162,1,256,2,1
5010163,1,256,2,0
5010164,1,256,2,0
5010165,0,365,2,0
5010166,0,365,2,1
5010170,0,365,2,0
5010172,0,99,2,0
5010173,0,99,2,0
5010174,1,365,2,1
5010175,1,95,4,1
5010176,1,95,4,0
5010177,1,95,4,1
5010178,1,95,4,1
5010179,1,95,4,0
5010182,1,218,2,0
5010183,1,218,2,0
5010184,1,218,2,0
5010185,1,218,2,0
5010186,1,218,2,0
5010187,1,218,2,0
5010188,0,304,2,0
5010190,0,304,2,1
5010192,0,122,2,0
5010193,0,122,2,0
5010195,1,48,2,0
5010196,0,122,1,0
5010197,0,122,1,1
5010198,1,365,2,0
5010199,1,365,2,0
5010200,1,365,2,0
5010201,1,365,2,0
5010202,1,365,2,0
5010203,1,365,2,0
5010204,1,365,2,1
5010205,1,365,2,0
5010206,1,365,2,0
5010207,1,365,2,0
5010208,0,365,2,0
5010209,0,365,2,1
5010210,1,291,2,0
5010211,1,291,2,0
5010212,1,291,2,0
5010213,1,291,2,0
5010215,0,321,3,0
5010217,0,321,3,0
5010218,0,321,3,0
5010222,0,321,3,0
5010223,0,321,3,0
5010224,0,321,3,0
5010225,0,321,3,1
5010226,0,321,3,1
5010227,0,321,3,0
5010228,1,195,2,0
5010230,1,195,2,0
5010231,1,195,2,0
5010234,1,34,2,0
5010235,1,34,2,1
5010236,1,34,2,0
5010238,1,34,2,0
5010239,1,34,2,0
5010240,1,34,2,0
5010241,1,322,2,0
5010242,1,322,2,0
5010243,1,322,2,0
5010244,1,322,2,0
5010245,1,322,2,0
5010246,1,322,2,0
5010247,1,322,2,0
5010248,1,322,2,0
5010249,1,322,2,0
5010250,1,322,2,1
5010253,0,17,2,0
5010256,0,235,3,1
5010257,0,235,3,0
5010258,1,274,3,0
5010259,1,274,3,0
5010261,1,274,3,1
5010262,1,274,3,0
5010263,1,274,3,0
5010264,1,274,3,0
5010265,1,274,3,0
5010266,1,274,3,0
5010268,1,274,3,0
5010269,1,274,3,0
5010270,1,274,3,0
5010271,1,274,3,0
5010272,1,274,3,0
5010273,1,274,3,0
5010274,1,274,3,0
5010275,1,274,3,0
5010276,1,274,3,0
5010277,1,274,3,0
5010278,1,274,3,0
5010279,1,274,3,0
5010280,1,274,3,0
5010281,1,274,3,0
5010282,1,274,3,1
